line_no,endpoint,label,raw_expected_country,expected_country,raw_actual_country,actual_country,actual_country_alias_applied,input_consistent,input_comparable,status,error,exit_region,exit_ip,cf_colo,geo_selected_provider,geo_fallback_used,geo_evidence,selected_in_output,raw_line
251,104.21.74.26:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:18c8::278:3a,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,104.21.74.26:8443#新加坡-9
252,172.67.172.215:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:101e::19b:19e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,172.67.172.215:8443#新加坡-10
253,172.67.191.108:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:2723::3e6:72,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,172.67.191.108:8443#新加坡-11
254,104.21.198.85:2087,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::19c:50,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,104.21.198.85:2087#新加坡-12
255,172.67.230.139:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::4dc:c,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,172.67.230.139:8443#新加坡-13
256,188.114.96.9:443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fb:25d7::3c5:2e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,188.114.96.9:443#新加坡-14
257,104.21.118.22:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:25cd::3c4:3,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,104.21.118.22:2096#新加坡-15
258,172.67.245.92:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::279:3c,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,172.67.245.92:2096#新加坡-16
259,104.21.0.1:2053,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:25d7::3c5:2e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,104.21.0.1:2053#新加坡-17
260,104.21.14.10:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:18d2::279:3c,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,104.21.14.10:2096#新加坡-18
261,104.21.70.230:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:137d::1f1:19e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,104.21.70.230:8443#新加坡-19
262,104.21.88.81:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:25cd::3c4:3,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,104.21.88.81:2096#新加坡-20
263,172.67.253.40:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::3c5:2e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,172.67.253.40:8443#新加坡-21
264,104.21.235.228:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::19b:19e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,104.21.235.228:8443#新加坡-22
265,172.67.197.3:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:25d7::3c5:2e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,172.67.197.3:2096#新加坡-23
266,188.114.99.1:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:1d0f::2e5:26,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,188.114.99.1:2096#新加坡-24
267,104.21.113.86:2087,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::277:3a,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,True,104.21.113.86:2087#新加坡-25
268,172.67.137.133:2053,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fb:25af::3c1:24,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.137.133:2053#新加坡-26
269,172.67.204.126:2087,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:1d0f::2e5:26,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.204.126:2087#新加坡-27
270,104.21.0.1:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:1028::19c:50,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.0.1:2096#新加坡-28
271,104.21.60.93:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:18c8::278:3a,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.60.93:8443#新加坡-29
272,104.21.0.7:2083,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::19c:50,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.0.7:2083#新加坡-30
273,104.21.0.7:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::1f1:19e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.0.7:8443#新加坡-31
274,104.21.19.64:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::3c3:43,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.19.64:8443#新加坡-32
275,104.21.49.219:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fb:15f::23:3fa,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.49.219:8443#新加坡-33
276,172.67.131.16:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:15f::23:3fa,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.131.16:2096#新加坡-34
277,172.67.148.52:2087,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fb:1014::19a:1ad,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.148.52:2087#新加坡-35
278,172.67.190.145:443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:25b9::3c2:1b,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:-,False,172.67.190.145:443#新加坡-36
279,104.21.32.30:2087,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fb:25af::3c1:24,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.32.30:2087#新加坡-37
280,104.18.49.251:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:25d7::3c5:2e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.18.49.251:2096#新加坡-38
281,104.21.204.80:2083,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:15f::23:3fa,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.204.80:2083#新加坡-39
282,104.21.96.130:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fb:2723::3e6:72,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.96.130:2096#新加坡-40
283,104.21.196.93:2053,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:25af::3c1:24,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.196.93:2053#新加坡-41
284,104.21.34.231:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:25b9::3c2:1b,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.34.231:8443#新加坡-42
285,104.21.72.213:2053,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:18d2::279:3c,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.72.213:2053#新加坡-43
286,172.67.138.164:2087,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:18be::277:3a,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.138.164:2087#新加坡-44
287,188.114.96.7:443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:25af::3c1:24,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,188.114.96.7:443#新加坡-45
288,104.18.49.251:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:30c8::4dc:c,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.18.49.251:8443#新加坡-46
289,104.21.106.129:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::3c4:3,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.106.129:2096#新加坡-47
290,104.21.4.76:443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:30c8::4dc:c,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.4.76:443#新加坡-48
291,172.67.216.122:2053,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:101e::19b:19e,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.216.122:2053#新加坡-49
292,172.67.228.70:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:1d05::2e4:54,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.228.70:2096#新加坡-50
293,172.67.234.121:2087,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fa:1d0f::2e5:26,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.234.121:2087#新加坡-51
294,104.21.3.179:443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:2723::3e6:72,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.3.179:443#新加坡-52
295,104.21.45.59:2053,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fb:25cd::3c4:3,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.45.59:2053#新加坡-53
296,104.21.59.133:2096,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fb:25cd::3c4:3,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.59.133:2096#新加坡-54
297,104.21.93.233:2087,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:25b9::3c2:1b,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.93.233:2087#新加坡-55
298,172.67.150.215:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::279:3c,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.150.215:8443#新加坡-56
299,172.67.202.176:8443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:15f::23:3fa,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,172.67.202.176:8443#新加坡-57
300,188.114.96.8:2053,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::3c1:24,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,188.114.96.8:2053#新加坡-58
301,104.21.103.160:443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac1:6500:8::19a:1ad,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:SG;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.103.160:443#新加坡-59
302,104.21.192.156:443,新加坡,SG,SG,SG,SG,False,True,True,geo_only,,新加坡,2a09:bac5:55fc:2723::3e6:72,SIN,youtube,False,youtube:SG;ping0:SG;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:SG,False,104.21.192.156:443#新加坡-60
303,211.49.57.178:443,韩国,KR,KR,KR,KR,False,True,True,geo_only,,韩国,211.49.57.175,ICN,youtube,False,youtube:KR;ping0:CH;ipwhois:KR;ipinfo:KR;ip_sb:KR;cloudflare:KR;ipapi:KR;ip_api:KR,True,211.49.57.178:443#韩国-1
304,123.111.169.70:2083,韩国,KR,KR,KR,KR,False,True,True,geo_only,,韩国,211.49.57.175,ICN,youtube,False,youtube:KR;ping0:CH;ipwhois:KR;ipinfo:KR;ip_sb:KR;cloudflare:KR;ipapi:-;ip_api:KR,True,123.111.169.70:2083#韩国-2
305,123.111.169.70:2087,韩国,KR,KR,KR,KR,False,True,True,geo_only,,韩国,211.49.57.175,ICN,youtube,False,youtube:KR;ping0:CH;ipwhois:KR;ipinfo:KR;ip_sb:KR;cloudflare:KR;ipapi:KR;ip_api:KR,True,123.111.169.70:2087#韩国-3
306,211.49.57.179:443,韩国,KR,KR,KR,KR,False,True,True,geo_only,,韩国,211.49.57.175,ICN,youtube,False,youtube:KR;ping0:CH;ipwhois:KR;ipinfo:KR;ip_sb:KR;cloudflare:KR;ipapi:KR;ip_api:KR,False,211.49.57.179:443#韩国-4
307,104.29.124.30:2096,德国,DE,DE,DE,DE,False,True,True,geo_only,,德国,2a09:bac1:1e20:628::27d:127,FRA,youtube,False,youtube:DE;ping0:DE;ipwhois:DE;ipinfo:-;ip_sb:DE;cloudflare:DE;ipapi:-;ip_api:DE,True,104.29.124.30:2096#德国-1
308,188.95.70.53:443,德国,DE,DE,DE,DE,False,True,True,geo_only,,德国,2a09:bac5:2a91:246e::3a1:51,FRA,youtube,False,youtube:DE;ping0:DE;ipwhois:DE;ipinfo:-;ip_sb:DE;cloudflare:DE;ipapi:-;ip_api:DE,True,188.95.70.53:443#德国-2
309,45.147.48.147:443,德国,DE,DE,DE,DE,False,True,True,geo_only,,德国,2a09:bac5:2a94:18f0::27c:3c,FRA,youtube,False,youtube:DE;ping0:DE;ipwhois:DE;ipinfo:-;ip_sb:DE;cloudflare:DE;ipapi:DE;ip_api:DE,True,45.147.48.147:443#德国-3
310,104.29.125.91:443,德国,DE,DE,DE,DE,False,True,True,geo_only,,德国,2a09:bac1:1e20:628::3a4:49,FRA,youtube,False,youtube:DE;ping0:DE;ipwhois:DE;ipinfo:-;ip_sb:DE;cloudflare:DE;ipapi:DE;ip_api:DE,True,104.29.125.91:443#德国-4
311,104.29.125.134:2053,德国,DE,DE,DE,DE,False,True,True,geo_only,,德国,2a09:bac5:2a92:246e::3a1:51,FRA,youtube,False,youtube:DE;ping0:DE;ipwhois:DE;ipinfo:-;ip_sb:DE;cloudflare:DE;ipapi:-;ip_api:DE,True,104.29.125.134:2053#德国-5
312,172.64.78.12:2083,德国,DE,DE,GB,GB,False,False,True,geo_only,,英国,2a09:bac1:2880:840::179:1a0,LAX,youtube,False,youtube:GB;ping0:GB;ipwhois:DE;ipinfo:-;ip_sb:-;cloudflare:US;ipapi:IN;ip_api:US,True,172.64.78.12:2083#德国-6
313,172.65.90.10:2096,印度,IN,IN,IN,IN,False,True,True,geo_only,,印度,2a09:bac5:3b2c:eaa::176:9d,BOM,youtube,False,youtube:IN;ping0:IN;ipwhois:IN;ipinfo:IN;ip_sb:AE;cloudflare:IN;ipapi:IN;ip_api:IN,True,172.65.90.10:2096#印度-1
314,193.177.221.29:443,澳大利亚,AU,AU,AU,AU,False,True,True,geo_only,,澳大利亚,2a09:bac5:190:3464::538:51,SYD,youtube,False,youtube:AU;ping0:AU;ipwhois:-;ipinfo:AU;ip_sb:AU;cloudflare:AU;ipapi:AU;ip_api:AU,True,193.177.221.29:443#澳大利亚-1
315,[2606:4700:8dd1:f129:3724:c117:d1b7:438f]:2083,法国,FR,FR,FR,FR,False,True,True,geo_only,,法国,2a09:bac5:3216:2541::3b6:33,CDG,youtube,False,youtube:FR;ping0:FR;ipwhois:FR;ipinfo:-;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:8dd1:f129:3724:c117:d1b7:438f]:2083#法国-1
316,[2606:4700:8dd2:acc0:a986:efce:dc30:2e0b]:2053,法国,FR,FR,FR,FR,False,True,True,geo_only,,法国,2a09:bac5:3216:1eb::31:1b9,CDG,ping0,False,youtube:SA;ping0:FR;ipwhois:FR;ipinfo:-;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:8dd2:acc0:a986:efce:dc30:2e0b]:2053#法国-2
317,[2606:4700:8d7c:d923:b7da:fb22:6c73:d03]:2087,法国,FR,FR,FR,FR,False,True,True,geo_only,,法国,2a09:bac5:34b6:14e6::215:107,CDG,youtube,False,youtube:FR;ping0:FR;ipwhois:FR;ipinfo:FR;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:8d7c:d923:b7da:fb22:6c73:d03]:2087#法国-3
318,[2606:4700:9a6c:b6e7:77c8:a36a:e122:1d49]:443,法国,FR,FR,FR,FR,False,True,True,geo_only,,法国,2a09:bac5:34b6:14e6::215:107,CDG,youtube,False,youtube:FR;ping0:FR;ipwhois:FR;ipinfo:FR;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:9a6c:b6e7:77c8:a36a:e122:1d49]:443#法国-4
319,[2606:4700:8dd7:4762:28cd:a43b:bc93:7f2d]:2053,法国,FR,FR,FR,FR,False,True,True,geo_only,,法国,2a09:bac5:34b6:14dc::214:7c,CDG,youtube,False,youtube:FR;ping0:FR;ipwhois:FR;ipinfo:FR;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:8dd7:4762:28cd:a43b:bc93:7f2d]:2053#法国-5
320,[2606:4700:8dd7:4762:28cd:a43b:bc93:7f2d]:2083,法国,FR,FR,FR,FR,False,True,True,geo_only,,法国,2a09:bac5:34b6:26b4::3db:52,CDG,youtube,False,youtube:FR;ping0:FR;ipwhois:FR;ipinfo:FR;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:8dd7:4762:28cd:a43b:bc93:7f2d]:2083#法国-6
321,[2606:4700:9a6c:b6e7:77c8:a36a:e122:1d49]:2096,法国,FR,FR,FR,FR,False,True,True,geo_only,,法国,2a09:bac5:34b6:28b4::40e:b,CDG,youtube,False,youtube:FR;ping0:FR;ipwhois:FR;ipinfo:FR;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:9a6c:b6e7:77c8:a36a:e122:1d49]:2096#法国-7
322,[2606:4700:8d7c:d923:b7da:fb22:6c73:d03]:2083,法国,FR,FR,FR,FR,False,True,True,geo_only,,法国,2a09:bac5:34b6:14e6::215:107,CDG,youtube,False,youtube:FR;ping0:FR;ipwhois:FR;ipinfo:FR;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:8d7c:d923:b7da:fb22:6c73:d03]:2083#法国-8
323,162.159.160.67:2083,法国,FR,FR,FR,FR,False,True,True,geo_only,,法国,2a09:bac1:2780:cc0::46b:41,CDG,youtube,False,youtube:FR;ping0:FR;ipwhois:FR;ipinfo:-;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,162.159.160.67:2083#法国-9
324,[2606:4700:8dd1:f129:3724:c117:d1b7:438f]:8443,沙特阿拉伯,SA,SA,FR,FR,False,False,True,geo_only,,法国,2a09:bac5:3216:2541::3b6:33,CDG,ping0,False,youtube:SA;ping0:FR;ipwhois:FR;ipinfo:-;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:8dd1:f129:3724:c117:d1b7:438f]:8443#沙特阿拉伯-1
325,[2606:4700:8dd2:acc0:a986:efce:dc30:2e0b]:2087,沙特阿拉伯,SA,SA,FR,FR,False,False,True,geo_only,,法国,2a09:bac5:3216:2541::3b6:33,CDG,youtube,False,youtube:FR;ping0:FR;ipwhois:FR;ipinfo:-;ip_sb:FR;cloudflare:FR;ipapi:-;ip_api:FR,True,[2606:4700:8dd2:acc0:a986:efce:dc30:2e0b]:2087#沙特阿拉伯-2
