exit_country_code,exit_region_name,host,port,endpoint,source,latency_ms,cf_colo,status,error,raw_line
GB,英国,104.17.167.134,443,104.17.167.134:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,491,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.167.134:443#US-b88fe2
GB,英国,172.64.53.121,443,172.64.53.121:443,uouin,491,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.53.121:443#麒麟优选 | 多线 | 172.64.53.121 | 43.11ms | 14.30mb/s
GB,英国,2606:4700:9ad1::c1e2:45b7,2096,[2606:4700:9ad1::c1e2:45b7]:2096,moistr,491,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:9ad1::c1e2:45b7]:2096#MoistR优选 | 移动 IPV6 01 | [2606:4700:9ad1::c1e2:45b7]:2096
GB,英国,www.speedtest.net,443,www.speedtest.net:443,domain_all,491,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",www.speedtest.net:443#更多选择 | Ookla
GB,英国,108.162.198.14,443,108.162.198.14:443,gslege_jp,492,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.14:443#Gslege优选 | jp 【日本】 JP | 108.162.198.14
GB,英国,162.159.0.2,443,162.159.0.2:443,gslege_sg,492,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.0.2:443#Gslege优选 | sg 【新加坡】 SG | 162.159.0.2
GB,英国,162.159.1.215,443,162.159.1.215:443,gslege,492,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.1.215:443#Gslege优选 | 【测速 Nodes】0.78MB/s | 162.159.1.215
GB,英国,198.41.223.6,443,198.41.223.6:443,raw_githubusercontent_com_Senflare_Senflare_IP_refs_heads_main_IPlist_Pro_txt,492,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",198.41.223.6
GB,英国,104.17.159.20,2053,104.17.159.20:2053,gshtwy_wetest_v4,493,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.159.20:2053#移动-HKG-2053-WS-TLS
GB,英国,162.159.34.224,443,162.159.34.224:443,wetest,493,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.34.224:443#微测优选 | 电信 | SIN | 162.159.34.224
GB,英国,104.17.222.71,443,104.17.222.71:443,raw_githubusercontent_com_hubbylei_bestcf_refs_heads_main_bestcf_txt,494,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.222.71
GB,英国,108.162.198.1,443,108.162.198.1:443,gslege_jp,494,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.1:443#Gslege优选 | jp 【日本】 JP | 108.162.198.1
GB,英国,104.17.148.81,443,104.17.148.81:443,uouin,495,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.148.81:443#麒麟优选 | 移动 | 104.17.148.81 | 49.23ms | 0.56mb/s
GB,英国,104.20.0.3,443,104.20.0.3:443,bestcf_pages_dev_gslege_NL_txt,495,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.20.0.3:443#Gslege优选 | nl 【荷兰】 NL | 104.20.0.3
GB,英国,108.162.198.7,443,108.162.198.7:443,gslege_jp,495,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.7:443#Gslege优选 | jp 【日本】 JP | 108.162.198.7
GB,英国,104.17.57.125,443,104.17.57.125:443,raw_githubusercontent_com_hubbylei_bestcf_refs_heads_main_bestcf_txt,496,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.57.125
GB,英国,108.162.194.1,443,108.162.194.1:443,bestcf_pages_dev_entryip_50_txt,496,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.194.1:443#108.162.194.1 | 企业冗余入口，构建高可用链路架构
GB,英国,104.17.159.187,2053,104.17.159.187:2053,gshtwy_wetest_v4,497,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.159.187:2053#移动-HKG-2053-WS-TLS
GB,英国,104.18.12.229,443,104.18.12.229:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,497,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.12.229:443#US-571b85
GB,英国,108.162.192.135,443,108.162.192.135:443,uouin,497,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.192.135:443#麒麟优选 | 电信 | 108.162.192.135 | 46.39ms | 23.04mb/s
GB,英国,8.cf.3666888.xyz,443,8.cf.3666888.xyz:443,domain_ai_vps789,497,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",8.cf.3666888.xyz:443#AI优选 | 8.cf.3666888.xyz
GB,英国,162.159.192.1,443,162.159.192.1:443,bestcf_pages_dev_entryip_50_txt,498,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.192.1:443#162.159.192.1 | 纯净业务段，三网干扰低，连接成功高
GB,英国,2606:4700:25:832:8f1b:ee1c:9e37:2cb1,443,[2606:4700:25:832:8f1b:ee1c:9e37:2cb1]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,498,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:25:832:8f1b:ee1c:9e37:2cb1]:443#IPDBv6-62f576
GB,英国,104.17.116.155,443,104.17.116.155:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,499,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.116.155
GB,英国,104.18.13.229,443,104.18.13.229:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,499,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.13.229:443#US-8092a4
GB,英国,cm.cdn.djx-ybelove.pp.ua,443,cm.cdn.djx-ybelove.pp.ua:443,bestcf_pages_dev_domain_fiatnorm_all_txt,500,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cm.cdn.djx-ybelove.pp.ua:443#Fiatnorm优选 | 移动 (CM) · 低延迟专线，告别卡顿
GB,英国,104.17.159.187,8443,104.17.159.187:8443,gshtwy_wetest_v4,501,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.159.187:8443#移动-HKG-8443-WS-TLS
GB,英国,172.66.0.1,443,172.66.0.1:443,bestcf_pages_dev_entryip_50_txt,501,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.66.0.1:443#172.66.0.1 | 主干网优化段，物理跳数少，握手快
GB,英国,zeas.top,443,zeas.top:443,domain_ai_vps789,501,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",zeas.top:443#AI优选 | zeas.top
GB,英国,104.20.0.7,443,104.20.0.7:443,bestcf_pages_dev_gslege_NL_txt,502,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.20.0.7:443#Gslege优选 | nl 【荷兰】 NL | 104.20.0.7
GB,英国,108.162.198.149,443,108.162.198.149:443,gslege,502,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.149:443#Gslege优选 | 【测速 Nodes】38.46MB/s | 108.162.198.149
GB,英国,coke.cf.3666888.xyz,443,coke.cf.3666888.xyz:443,vps789_top100,503,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",coke.cf.3666888.xyz:443#VPS789优选 | coke.cf.3666888.xyz
GB,英国,104.19.54.144,443,104.19.54.144:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,504,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.54.144:443#US-44fb65
GB,英国,test2.509666.xyz,443,test2.509666.xyz:443,vps789_top100,504,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",test2.509666.xyz:443#VPS789优选 | test2.509666.xyz
GB,英国,104.20.0.5,443,104.20.0.5:443,bestcf_pages_dev_gslege_NL_txt,505,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.20.0.5:443#Gslege优选 | nl 【荷兰】 NL | 104.20.0.5
GB,英国,www.wto.org,443,www.wto.org:443,domain_all,505,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",www.wto.org:443#更多选择 | WTO世贸
GB,英国,104.17.162.3,443,104.17.162.3:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,506,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.162.3:443#US-6d2787
GB,英国,www.stheadline.com,443,www.stheadline.com:443,domain_asia,506,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",www.stheadline.com:443#亚洲域名 | 香港星岛头条
GB,英国,104.17.189.115,443,104.17.189.115:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,508,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.189.115
GB,英国,104.18.0.2,443,104.18.0.2:443,gslege_us,508,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.0.2:443#Gslege优选 | us 【美国】 US | 104.18.0.2
GB,英国,162.159.16.250,8443,162.159.16.250:8443,gshtwy_wetest_v4,508,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.16.250:8443#电信-SIN-8443-WS-TLS
GB,英国,162.159.36.47,443,162.159.36.47:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,509,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.36.47:443#US-88fde3
GB,英国,172.64.148.143,443,172.64.148.143:443,uouin,509,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.148.143:443#麒麟优选 | 电信 | 172.64.148.143 | 46.60ms | 64.97mb/s
GB,英国,visa.com,443,visa.com:443,domain_all,510,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",visa.com:443#企业域名 | VISA
GB,英国,104.17.181.116,443,104.17.181.116:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,511,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.181.116
GB,英国,162.159.140.85,443,162.159.140.85:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,511,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.140.85:443#US-0d6393
GB,英国,vip.cf.3666888.xyz,443,vip.cf.3666888.xyz:443,domain_ai_vps789,511,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",vip.cf.3666888.xyz:443#AI优选 | vip.cf.3666888.xyz
GB,英国,freeyx.cloudflare88.eu.org,443,freeyx.cloudflare88.eu.org:443,domain_ai_vps789,512,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",freeyx.cloudflare88.eu.org:443#AI优选 | freeyx.cloudflare88.eu.org
GB,英国,usa.visa.com,443,usa.visa.com:443,domain_all,512,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",usa.visa.com:443#金融域名 | VISA美国
GB,英国,172.64.52.214,443,172.64.52.214:443,bestcf_pages_dev_zhixuanwang_ipv4_onlyip_txt,516,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.52.214
GB,英国,lt.hhhhh.eu.org,443,lt.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,518,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",lt.hhhhh.eu.org:443#乌鸦优选 | 联通 | lt.hhhhh.eu.org
GB,英国,104.18.45.74,443,104.18.45.74:443,uouin,520,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.45.74:443#麒麟优选 | 电信 | 104.18.45.74 | 46.42ms | 54.90mb/s
GB,英国,2.cf.3666888.xyz,443,2.cf.3666888.xyz:443,domain_ai_vps789,520,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",2.cf.3666888.xyz:443#AI优选 | 2.cf.3666888.xyz
GB,英国,www.xiaoshuofen.com,443,www.xiaoshuofen.com:443,domain_ai_vps789,523,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",www.xiaoshuofen.com:443#AI优选 | www.xiaoshuofen.com
GB,英国,2606:4700:3036:0:a36a:4a23:4a60:9f3f,443,[2606:4700:3036:0:a36a:4a23:4a60:9f3f]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,525,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:3036:0:a36a:4a23:4a60:9f3f]:443#CMLiussv6-57b863
GB,英国,cf.553314.xyz,443,cf.553314.xyz:443,vps789_top100,530,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cf.553314.xyz:443#VPS789优选 | cf.553314.xyz
GB,英国,eteaf.cf.3666888.xyz,443,eteaf.cf.3666888.xyz:443,vps789_top100,534,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",eteaf.cf.3666888.xyz:443#VPS789优选 | eteaf.cf.3666888.xyz
GB,英国,1111111.hhhhh.eu.org,443,1111111.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,535,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",1111111.hhhhh.eu.org:443#乌鸦优选 | 未知线路 | 1111111.hhhhh.eu.org
GB,英国,fnp.ircf.space,443,fnp.ircf.space:443,bestcf_pages_dev_domain_ircf_all_txt,535,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",fnp.ircf.space:443#IRCF优选 | Fanap | fnp.ircf.space
GB,英国,104.18.223.253,443,104.18.223.253:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,537,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.223.253:443#US-7b8697
GB,英国,104.19.155.135,443,104.19.155.135:443,gshtwy_wetest_v4,538,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.155.135:443#移动-HKG-443-WS-TLS
GB,英国,cdn.cf.3666888.xyz,443,cdn.cf.3666888.xyz:443,domain_ai_vps789,538,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cdn.cf.3666888.xyz:443#AI优选 | cdn.cf.3666888.xyz
GB,英国,cm.3.hhhhh.eu.org,443,cm.3.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,539,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cm.3.hhhhh.eu.org:443#乌鸦优选 | cm3 | cm.3.hhhhh.eu.org
GB,英国,nexusmods.com,443,nexusmods.com:443,domain_ai_vps789,540,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",nexusmods.com:443#AI优选 | nexusmods.com
GB,英国,yg5.ygkkk.dpdns.org,443,yg5.ygkkk.dpdns.org:443,domain_ai_vps789,541,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",yg5.ygkkk.dpdns.org:443#AI优选 | yg5.ygkkk.dpdns.org
GB,英国,2a06:98c1:3121:cdc1:6b1b:cfe6:f0:eaa2,443,[2a06:98c1:3121:cdc1:6b1b:cfe6:f0:eaa2]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,542,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2a06:98c1:3121:cdc1:6b1b:cfe6:f0:eaa2]:443#Uouin-890a22
GB,英国,camperandnicholsons.com,443,camperandnicholsons.com:443,domain_asia,544,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",camperandnicholsons.com:443#亚洲域名 | 新加坡游艇
GB,英国,carrefour.com,443,carrefour.com:443,domain_all,544,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",carrefour.com:443#更多选择 | 家乐福
GB,英国,cf.tencentapp.cn,443,cf.tencentapp.cn:443,domain_all,544,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cf.tencentapp.cn:443#大佬维护 | KTFF
GB,英国,cloudflare.dev,443,cloudflare.dev:443,domain_all,544,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cloudflare.dev:443#官方域名 | Developers
GB,英国,cm.1.hhhhh.eu.org,443,cm.1.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,545,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cm.1.hhhhh.eu.org:443#乌鸦优选 | cm1 | cm.1.hhhhh.eu.org
GB,英国,173.245.49.194,443,173.245.49.194:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,546,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",173.245.49.194:443#US-cd8be5
GB,英国,hongkongairport.com,443,hongkongairport.com:443,domain_all,546,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",hongkongairport.com:443#企业域名 | 香港机场
GB,英国,ipv4.ircf.space,443,ipv4.ircf.space:443,bestcf_pages_dev_domain_ircf_all_txt,546,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",ipv4.ircf.space:443#IRCF优选 | Universal IPv4 | ipv4.ircf.space
GB,英国,lt.1.hhhhh.eu.org,443,lt.1.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,546,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",lt.1.hhhhh.eu.org:443#乌鸦优选 | 联通1 | lt.1.hhhhh.eu.org
GB,英国,yd.hhhhh.eu.org,443,yd.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,546,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",yd.hhhhh.eu.org:443#乌鸦优选 | 移动 | yd.hhhhh.eu.org
GB,英国,yg4.ygkkk.dpdns.org,443,yg4.ygkkk.dpdns.org:443,bestcf_pages_dev_domain_ygkkk_all_txt,546,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",yg4.ygkkk.dpdns.org:443#甬哥优选 | yg4.ygkkk.dpdns.org
GB,英国,dx.4.hhhhh.eu.org,443,dx.4.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,547,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",dx.4.hhhhh.eu.org:443#乌鸦优选 | 电信4 | dx.4.hhhhh.eu.org
GB,英国,fictiv.com,443,fictiv.com:443,domain_asia,547,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",fictiv.com:443#亚洲域名 | Fictiv
GB,英国,sbn.ircf.space,443,sbn.ircf.space:443,bestcf_pages_dev_domain_ircf_all_txt,547,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",sbn.ircf.space:443#IRCF优选 | Sabanet | sbn.ircf.space
GB,英国,woodsbagot.com,443,woodsbagot.com:443,domain_asia,547,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",woodsbagot.com:443#亚洲域名 | 伍兹贝格
GB,英国,sanwang.cf.3666888.xyz,443,sanwang.cf.3666888.xyz:443,domain_ai_vps789,548,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",sanwang.cf.3666888.xyz:443#AI优选 | sanwang.cf.3666888.xyz
GB,英国,ztl.ircf.space,443,ztl.ircf.space:443,bestcf_pages_dev_domain_ircf_all_txt,548,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",ztl.ircf.space:443#IRCF优选 | Zitel | ztl.ircf.space
GB,英国,cfip-avg.stoeaves.us.ci,443,cfip-avg.stoeaves.us.ci:443,vps789_top100,550,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cfip-avg.stoeaves.us.ci:443#VPS789优选 | cfip-avg.stoeaves.us.ci
GB,英国,cm.hhhhh.eu.org,443,cm.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,550,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cm.hhhhh.eu.org:443#乌鸦优选 | cm | cm.hhhhh.eu.org
GB,英国,dongbanghong.com,443,dongbanghong.com:443,domain_ai_vps789,550,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",dongbanghong.com:443#AI优选 | dongbanghong.com
GB,英国,doosan.com,443,doosan.com:443,domain_asia,550,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",doosan.com:443#亚洲域名 | 韩国斗山
GB,英国,test.509666.xyz,443,test.509666.xyz:443,domain_ai_vps789,550,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",test.509666.xyz:443#AI优选 | test.509666.xyz
GB,英国,www.polestar.com,443,www.polestar.com:443,domain_all,551,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",www.polestar.com:443#更多选择 | 极星
GB,英国,172.64.32.8,443,172.64.32.8:443,gslege_sg,553,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.32.8:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.8
GB,英国,wto.hhhhh.eu.org,443,wto.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,553,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",wto.hhhhh.eu.org:443#乌鸦优选 | wto | wto.hhhhh.eu.org
GB,英国,yg8.ygkkk.dpdns.org,443,yg8.ygkkk.dpdns.org:443,bestcf_pages_dev_domain_ygkkk_all_txt,553,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",yg8.ygkkk.dpdns.org:443#甬哥优选 | yg8.ygkkk.dpdns.org
GB,英国,visasg.hhhhh.eu.org,443,visasg.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,556,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",visasg.hhhhh.eu.org:443#乌鸦优选 | visasg | visasg.hhhhh.eu.org
GB,英国,cf.090227.xyz,443,cf.090227.xyz:443,domain_all,558,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cf.090227.xyz:443#大佬维护 | CMLiu
GB,英国,cloudflare-ech.com,443,cloudflare-ech.com:443,domain_all,558,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cloudflare-ech.com:443#官方域名 | ECH
GB,英国,jp.cf.3666888.xyz,443,jp.cf.3666888.xyz:443,domain_ai_vps789,558,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",jp.cf.3666888.xyz:443#AI优选 | jp.cf.3666888.xyz
GB,英国,ask.ircf.space,443,ask.ircf.space:443,bestcf_pages_dev_domain_ircf_all_txt,559,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",ask.ircf.space:443#IRCF优选 | ASK | ask.ircf.space
GB,英国,w3.org,443,w3.org:443,domain_all,559,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",w3.org:443#更多选择 | W3C万维
GB,英国,104.27.0.1,443,104.27.0.1:443,bestcf_pages_dev_gslege_DE_txt,561,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.27.0.1:443#Gslege优选 | de 【德国】 DE | 104.27.0.1
GB,英国,dx.5.hhhhh.eu.org,443,dx.5.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,561,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",dx.5.hhhhh.eu.org:443#乌鸦优选 | 电信5 | dx.5.hhhhh.eu.org
GB,英国,ikea.com,443,ikea.com:443,domain_all,561,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",ikea.com:443#更多选择 | 宜家
GB,英国,sy.2.hhhhh.eu.org,443,sy.2.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,561,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",sy.2.hhhhh.eu.org:443#乌鸦优选 | shopify2 | sy.2.hhhhh.eu.org
GB,英国,yd.3.hhhhh.eu.org,443,yd.3.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,562,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",yd.3.hhhhh.eu.org:443#乌鸦优选 | 移动3 | yd.3.hhhhh.eu.org
GB,英国,yd.5.hhhhh.eu.org,443,yd.5.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,562,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",yd.5.hhhhh.eu.org:443#乌鸦优选 | 移动5 | yd.5.hhhhh.eu.org
GB,英国,172.64.53.172,443,172.64.53.172:443,gslege,563,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.53.172:443#Gslege优选 | 【测速 Nodes】78.36MB/s | 172.64.53.172
GB,英国,lt.5.hhhhh.eu.org,443,lt.5.hhhhh.eu.org:443,bestcf_pages_dev_domain_wuya_all_txt,565,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",lt.5.hhhhh.eu.org:443#乌鸦优选 | 联通5 | lt.5.hhhhh.eu.org
ID,印度尼西亚,43.218.77.16,443,43.218.77.16:443,raw_githubusercontent_com_love_ztm_cfip_refs_heads_main_ubest_ips_txt,491,,region_not_preferred,"ID not in HK,JP,KR,SG,TW,US",43.218.77.16:443#ID [优选高速 106.0ms]
RS,塞尔维亚,206.237.9.241,443,206.237.9.241:443,junzhen_bj,374,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",206.237.9.241:443#HK [高速 by Jz 28M]
RS,塞尔维亚,104.18.42.54,443,104.18.42.54:443,raw_githubusercontent_com_Senflare_Senflare_IP_refs_heads_main_IPlist_Pro_txt,464,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",104.18.42.54
RS,塞尔维亚,162.159.0.3,443,162.159.0.3:443,gslege_sg,464,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",162.159.0.3:443#Gslege优选 | sg 【新加坡】 SG | 162.159.0.3
RS,塞尔维亚,104.17.150.17,443,104.17.150.17:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,470,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",104.17.150.17
RS,塞尔维亚,2a06:98c1:56::69f:1065,443,[2a06:98c1:56::69f:1065]:443,bestcf_pages_dev_vvhan_ipv6_txt,474,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",[2a06:98c1:56::69f:1065]:443#vvHan优选 | 电信 | SIN | 2a06:98c1:56::69f:1065
RS,塞尔维亚,104.20.0.9,443,104.20.0.9:443,bestcf_pages_dev_gslege_NL_txt,480,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",104.20.0.9:443#Gslege优选 | nl 【荷兰】 NL | 104.20.0.9
RS,塞尔维亚,104.18.0.7,443,104.18.0.7:443,gslege_us,481,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",104.18.0.7:443#Gslege优选 | us 【美国】 US | 104.18.0.7
RS,塞尔维亚,104.18.0.5,443,104.18.0.5:443,gslege_us,482,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",104.18.0.5:443#Gslege优选 | us 【美国】 US | 104.18.0.5
RS,塞尔维亚,172.64.156.112,443,172.64.156.112:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,484,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",172.64.156.112:443#US-ff22e2
RS,塞尔维亚,104.20.0.4,443,104.20.0.4:443,bestcf_pages_dev_gslege_NL_txt,497,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",104.20.0.4:443#Gslege优选 | nl 【荷兰】 NL | 104.20.0.4
RS,塞尔维亚,104.25.0.9,443,104.25.0.9:443,bestcf_pages_dev_gslege_DE_txt,500,,region_not_preferred,"RS not in HK,JP,KR,SG,TW,US",104.25.0.9:443#Gslege优选 | de 【德国】 DE | 104.25.0.9
