host,port,endpoint,source,declared_region,declared_speed_MBps,measured_speed_MBps,latency_ms,exit_ip,exit_country_code,exit_region_name,cf_colo,is_cloudflare,service_score,google_ok,youtube_ok,gpt_ok,service_error,selection_stage,status,error,raw_line
01-qq.com,443,01-qq.com:443,bestcf_pages_dev_vps789_top100_txt,,,,,,,未知,,,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,01-qq.com:443#VPS789优选 | 01-qq.com
101yaoye.com,443,101yaoye.com:443,bestcf_pages_dev_vps789_top100_txt,,,,,,,未知,,,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,101yaoye.com:443#VPS789优选 | 101yaoye.com
01-cctv.com,443,01-cctv.com:443,bestcf_pages_dev_vps789_top100_txt,,,,,,,未知,,,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,01-cctv.com:443#VPS789优选 | 01-cctv.com
104.17.49.5,443,104.17.49.5:443,uouin,,0.16,,1294,,,未知,,True,0,,,,,,latency_too_high,1294ms > 1000ms,104.17.49.5:443#麒麟优选 | 移动 | 104.17.49.5 | 95.39ms | 0.16mb/s
103.31.4.1,443,103.31.4.1:443,bestcf_pages_dev_gslege_US_txt,US,,,1409,,,未知,,False,0,,,,,,latency_too_high,1409ms > 1000ms,103.31.4.1:443#Gslege优选 | us 【美国】 US | 103.31.4.1
104.16.147.19,443,104.16.147.19:443,gshtwy_wetest_v4,香港,,,1224,,,未知,,True,0,,,,,,latency_too_high,1224ms > 1000ms,104.16.147.19:443#移动-HKG-443-WS-TLS
103.31.4.7,443,103.31.4.7:443,bestcf_pages_dev_gslege_US_txt,US,,,1410,,,未知,,False,0,,,,,,latency_too_high,1410ms > 1000ms,103.31.4.7:443#Gslege优选 | us 【美国】 US | 103.31.4.7
104.16.155.185,443,104.16.155.185:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,,,,1239,,,未知,,True,0,,,,,,latency_too_high,1239ms > 1000ms,104.16.155.185
162.159.42.225,443,162.159.42.225:443,uouin,,14.17,,2794,,,未知,,True,0,,,,,,latency_too_high,2794ms > 1000ms,162.159.42.225:443#麒麟优选 | 多线 | 162.159.42.225 | 67.84ms | 14.17mb/s
162.159.21.38,443,162.159.21.38:443,uouin,,60.6,,2888,,,未知,,True,0,,,,,,latency_too_high,2888ms > 1000ms,162.159.21.38:443#麒麟优选 | 电信 | 162.159.21.38 | 46.58ms | 60.60mb/s
162.159.17.210,443,162.159.17.210:443,uouin,,14.47,,2893,,,未知,,True,0,,,,,,latency_too_high,2893ms > 1000ms,162.159.17.210:443#麒麟优选 | 多线 | 162.159.17.210 | 66.93ms | 14.47mb/s
103.135.251.197,4433,103.135.251.197:4433,moistr,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,103.135.251.197:4433#MoistR优选 | 港岛古惑 | HK | 103.135.251.197:4433
104.17.106.225,443,104.17.106.225:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,,,,1230,,,未知,,True,0,,,,,,latency_too_high,1230ms > 1000ms,104.17.106.225
104.17.124.124,443,104.17.124.124:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,,,,1239,,,未知,,True,0,,,,,,latency_too_high,1239ms > 1000ms,104.17.124.124
104.17.127.16,443,104.17.127.16:443,raw_githubusercontent_com_Senflare_Senflare_IP_refs_heads_main_IPlist_Pro_txt,,,,1253,,,未知,,True,0,,,,,,latency_too_high,1253ms > 1000ms,104.17.127.16
162.159.39.72,443,162.159.39.72:443,uouin,,14.06,,3338,,,未知,,True,0,,,,,,latency_too_high,3338ms > 1000ms,162.159.39.72:443#麒麟优选 | 多线 | 162.159.39.72 | 40.77ms | 14.06mb/s
104.17.142.212,443,104.17.142.212:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1242,,,未知,,True,0,,,,,,latency_too_high,1242ms > 1000ms,104.17.142.212:443#US-3f8231
104.17.147.31,2087,104.17.147.31:2087,gshtwy_wetest_v4,香港,,,1299,,,未知,,True,0,,,,,,latency_too_high,1299ms > 1000ms,104.17.147.31:2087#移动-HKG-2087-WS-TLS
104.17.148.141,2096,104.17.148.141:2096,gshtwy_wetest_v4,美国,,,1242,,,未知,,True,0,,,,,,latency_too_high,1242ms > 1000ms,104.17.148.141:2096#联通-SJC-2096-WS-TLS
104.17.154.146,443,104.17.154.146:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1251,,,未知,,True,0,,,,,,latency_too_high,1251ms > 1000ms,104.17.154.146:443#US-0bea20
104.17.16.52,443,104.17.16.52:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,,,,1242,,,未知,,True,0,,,,,,latency_too_high,1242ms > 1000ms,104.17.16.52
104.17.171.106,2087,104.17.171.106:2087,gshtwy_wetest_v4,香港,,,1233,,,未知,,True,0,,,,,,latency_too_high,1233ms > 1000ms,104.17.171.106:2087#移动-HKG-2087-WS-TLS
104.17.172.22,443,104.17.172.22:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1234,,,未知,,True,0,,,,,,latency_too_high,1234ms > 1000ms,104.17.172.22:443#US-b31701
104.17.183.199,443,104.17.183.199:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1233,,,未知,,True,0,,,,,,latency_too_high,1233ms > 1000ms,104.17.183.199:443#US-eaf312
104.17.179.79,443,104.17.179.79:443,raw_githubusercontent_com_Senflare_Senflare_IP_refs_heads_main_IPlist_Pro_txt,,,,1227,,,未知,,True,0,,,,,,latency_too_high,1227ms > 1000ms,104.17.179.79
108.162.198.2,443,108.162.198.2:443,gslege,,74.01,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,108.162.198.2:443#Gslege优选 | 【测速 Nodes】74.01MB/s | 108.162.198.2
162.159.45.154,443,162.159.45.154:443,gslege,,78.24,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.45.154:443#Gslege优选 | 【测速 Nodes】78.24MB/s | 162.159.45.154
162.159.20.227,443,162.159.20.227:443,gslege,,57.98,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.20.227:443#Gslege优选 | 【测速 Nodes】57.98MB/s | 162.159.20.227
162.159.40.95,443,162.159.40.95:443,gslege,,18.93,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.40.95:443#Gslege优选 | 【测速 Nodes】18.93MB/s | 162.159.40.95
104.18.166.129,443,104.18.166.129:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1250,,,未知,,True,0,,,,,,latency_too_high,1250ms > 1000ms,104.18.166.129:443#US-75e5c8
104.18.255.167,443,104.18.255.167:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1247,,,未知,,True,0,,,,,,latency_too_high,1247ms > 1000ms,104.18.255.167:443#US-58e621
103.117.103.29,443,103.117.103.29:443,xinyitang3,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,103.117.103.29:443#Mia优选 | JP @MiaChatChannel | 103.117.103.29:443
104.18.40.105,443,104.18.40.105:443,raw_githubusercontent_com_Senflare_Senflare_IP_refs_heads_main_IPlist_Pro_txt,,,,1234,,,未知,,True,0,,,,,,latency_too_high,1234ms > 1000ms,104.18.40.105
103.21.244.4,443,103.21.244.4:443,bestcf_pages_dev_gslege_US_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,103.21.244.4:443#Gslege优选 | us 【美国】 US | 103.21.244.4
103.21.244.8,443,103.21.244.8:443,bestcf_pages_dev_gslege_US_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,103.21.244.8:443#Gslege优选 | us 【美国】 US | 103.21.244.8
103.22.200.1,443,103.22.200.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,103.22.200.1:443#103.22.200.1 | 东南亚号段，跨太平洋拥堵时的补充
103.31.4.2,443,103.31.4.2:443,bestcf_pages_dev_gslege_US_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,103.31.4.2:443#Gslege优选 | us 【美国】 US | 103.31.4.2
104.19.145.226,443,104.19.145.226:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1232,,,未知,,True,0,,,,,,latency_too_high,1232ms > 1000ms,104.19.145.226:443#US-c02b610
104.20.0.7,443,104.20.0.7:443,bestcf_pages_dev_gslege_NL_txt,NL,,,1242,,,未知,,True,0,,,,,,latency_too_high,1242ms > 1000ms,104.20.0.7:443#Gslege优选 | nl 【荷兰】 NL | 104.20.0.7
104.20.55.3,443,104.20.55.3:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,,,,1271,,,未知,,True,0,,,,,,latency_too_high,1271ms > 1000ms,104.20.55.3
104.25.250.169,443,104.25.250.169:443,wetest,香港,,,1229,,,未知,,True,0,,,,,,latency_too_high,1229ms > 1000ms,104.25.250.169:443#微测优选 | 移动 | HKG | 104.25.250.169
104.26.0.1,443,104.26.0.1:443,bestcf_pages_dev_gslege_DE_txt,DE,,,1254,,,未知,,True,0,,,,,,latency_too_high,1254ms > 1000ms,104.26.0.1:443#Gslege优选 | de 【德国】 DE | 104.26.0.1
104.26.0.2,443,104.26.0.2:443,bestcf_pages_dev_gslege_DE_txt,DE,,,1243,,,未知,,True,0,,,,,,latency_too_high,1243ms > 1000ms,104.26.0.2:443#Gslege优选 | de 【德国】 DE | 104.26.0.2
104.26.3.162,443,104.26.3.162:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1292,,,未知,,True,0,,,,,,latency_too_high,1292ms > 1000ms,104.26.3.162:443#US-490705
104.26.8.117,443,104.26.8.117:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1237,,,未知,,True,0,,,,,,latency_too_high,1237ms > 1000ms,104.26.8.117:443#US-922961
104.27.0.6,443,104.27.0.6:443,bestcf_pages_dev_gslege_DE_txt,DE,,,1242,,,未知,,True,0,,,,,,latency_too_high,1242ms > 1000ms,104.27.0.6:443#Gslege优选 | de 【德国】 DE | 104.27.0.6
122.248.208.225,443,122.248.208.225:443,moistr,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,122.248.208.225:443#MoistR优选 | 坡县狮城 | SG | 122.248.208.225:443
108.162.192.9,443,108.162.192.9:443,bestcf_pages_dev_gslege_SG_txt,SG,,,1239,,,未知,,True,0,,,,,,latency_too_high,1239ms > 1000ms,108.162.192.9:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.9
108.162.198.11,443,108.162.198.11:443,gslege_jp,JP,,,1224,,,未知,,True,0,,,,,,latency_too_high,1224ms > 1000ms,108.162.198.11:443#Gslege优选 | jp 【日本】 JP | 108.162.198.11
108.162.194.1,443,108.162.194.1:443,bestcf_pages_dev_entryip_50_txt,,,,1275,,,未知,,True,0,,,,,,latency_too_high,1275ms > 1000ms,108.162.194.1:443#108.162.194.1 | 企业冗余入口，构建高可用链路架构
13.193.76.207,443,13.193.76.207:443,moistr,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,13.193.76.207:443#MoistR优选 | 小日本子 | JP | 13.193.76.207:443
108.162.198.92,443,108.162.198.92:443,bestcf_pages_dev_zhixuanwang_ipv4_onlyip_txt,,,,1245,,,未知,,True,0,,,,,,latency_too_high,1245ms > 1000ms,108.162.198.92
104.223.22.77,2053,104.223.22.77:2053,bestcf_pages_dev_tiancheng_all_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,104.223.22.77:2053#天诚优选1 | 大漂亮国 | US | 104.223.22.77:2053
118.218.10.159,443,118.218.10.159:443,luoli,KR,,,1645,,,未知,,False,0,,,,,,latency_too_high,1645ms > 1000ms,118.218.10.159:443#洛璃优选 | 泡菜欧巴 | KR | 118.218.10.159:443
119.237.21.220,12345,119.237.21.220:12345,moistr,HK,,,2559,,,未知,,False,0,,,,,,latency_too_high,2559ms > 1000ms,119.237.21.220:12345#MoistR优选 | 港岛古惑 | HK | 119.237.21.220:12345
104.31.16.158,443,104.31.16.158:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,4074,,,未知,,True,0,,,,,,latency_too_high,4074ms > 1000ms,104.31.16.158:443#US-4eea02
104.22.0.1,443,104.22.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,104.22.0.1:443#104.22.0.1 | 重载站点专用，连接承载与吞吐能力强
104.23.0.1,443,104.23.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,104.23.0.1:443#104.23.0.1 | 清洗中心，协议转发逻辑严密且对等
143.198.85.69,443,143.198.85.69:443,tiancheng2,SG,,,1877,,,未知,,False,0,,,,,,latency_too_high,1877ms > 1000ms,143.198.85.69:443#天诚优选2 | 坡县狮城 | SG | 143.198.85.69:443
104.28.0.1,443,104.28.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,104.28.0.1:443#104.28.0.1 | 托管应用口，处理高频动态数据响应
104.29.0.1,443,104.29.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,104.29.0.1:443#104.29.0.1 | 定制化网段，接入资源足，性能稳定
108.162.192.4,443,108.162.192.4:443,bestcf_pages_dev_gslege_SG_txt,SG,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,108.162.192.4:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.4
108.162.193.1,443,108.162.193.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,108.162.193.1:443#108.162.193.1 | 高权重中转，流量杂乱，隐蔽性极佳
108.162.198.10,443,108.162.198.10:443,gslege_jp,JP,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,108.162.198.10:443#Gslege优选 | jp 【日本】 JP | 108.162.198.10
108.162.198.14,443,108.162.198.14:443,gslege_jp,JP,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,108.162.198.14:443#Gslege优选 | jp 【日本】 JP | 108.162.198.14
108.162.198.18,443,108.162.198.18:443,gslege_jp,JP,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,108.162.198.18:443#Gslege优选 | jp 【日本】 JP | 108.162.198.18
108.162.198.6,443,108.162.198.6:443,gslege_jp,JP,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,108.162.198.6:443#Gslege优选 | jp 【日本】 JP | 108.162.198.6
109.123.231.212,443,109.123.231.212:443,bestcf_pages_dev_tiancheng_all_txt,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,109.123.231.212:443#天诚优选1 | 小日本子 | JP | 109.123.231.212:443
114.32.9.249,16443,114.32.9.249:16443,bestcf_pages_dev_tiancheng_all_txt,TW,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,114.32.9.249:16443#天诚优选1 | 宝岛正妹 | TW | 114.32.9.249:16443
114.32.9.249,51443,114.32.9.249:51443,bestcf_pages_dev_tiancheng_all_txt,TW,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,114.32.9.249:51443#天诚优选1 | 宝岛正妹 | TW | 114.32.9.249:51443
115.163.106.137,443,115.163.106.137:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,115.163.106.137:443#天诚优选2 | 小日本子 | JP | 115.163.106.137:443
119.206.17.38,12510,119.206.17.38:12510,bestcf_pages_dev_tiancheng_all_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,119.206.17.38:12510#天诚优选1 | 泡菜欧巴 | KR | 119.206.17.38:12510
139.162.16.236,2053,139.162.16.236:2053,tiancheng2,SG,,,4610,,,未知,,False,0,,,,,,latency_too_high,4610ms > 1000ms,139.162.16.236:2053#天诚优选2 | 坡县狮城 | SG | 139.162.16.236:2053
126.220.82.161,443,126.220.82.161:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,126.220.82.161:443#天诚优选2 | 小日本子 | JP | 126.220.82.161:443
129.150.48.17,443,129.150.48.17:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,129.150.48.17:443#天诚优选2 | 坡县狮城 | SG | 129.150.48.17:443
13.114.141.112,443,13.114.141.112:443,moistr,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,13.114.141.112:443#MoistR优选 | 小日本子 | JP | 13.114.141.112:443
13.192.18.59,443,13.192.18.59:443,junzhen_bj,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,13.192.18.59:443#JP [高速 by Jz 27M]
13.213.109.65,443,13.213.109.65:443,moistr,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,13.213.109.65:443#MoistR优选 | 坡县狮城 | SG | 13.213.109.65:443
13.231.33.243,443,13.231.33.243:443,junzhen_bj,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,13.231.33.243:443#JP [高速 by Jz 28M]
131.143.251.121,443,131.143.251.121:443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,131.143.251.121:443#天诚优选2 | 大漂亮国 | US | 131.143.251.121:443
147.79.20.149,8443,147.79.20.149:8443,tiancheng2,JP,,,1908,,,未知,,False,0,,,,,,latency_too_high,1908ms > 1000ms,147.79.20.149:8443#天诚优选2 | 小日本子 | JP | 147.79.20.149:8443
139.162.62.195,443,139.162.62.195:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,139.162.62.195:443#天诚优选2 | 坡县狮城 | SG | 139.162.62.195:443
140.235.37.58,443,140.235.37.58:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,140.235.37.58:443#天诚优选2 | 小日本子 | JP | 140.235.37.58:443
140.238.50.134,443,140.238.50.134:443,bestcf_pages_dev_tiancheng_all_txt,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,140.238.50.134:443#天诚优选1 | 小日本子 | JP | 140.238.50.134:443
154.17.10.2,443,154.17.10.2:443,moistr,US,,,1036,,,未知,,False,0,,,,,,latency_too_high,1036ms > 1000ms,154.17.10.2:443#MoistR优选 | 大漂亮国 | US | 154.17.10.2:443
141.101.64.1,443,141.101.64.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,141.101.64.1:443#141.101.64.1 | 全球通用口，骨干网原始带宽储备大
141.11.43.124,443,141.11.43.124:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,141.11.43.124:443#天诚优选2 | 坡县狮城 | SG | 141.11.43.124:443
152.42.199.134,443,152.42.199.134:443,tiancheng2,SG,,,1954,,,未知,,False,0,,,,,,latency_too_high,1954ms > 1000ms,152.42.199.134:443#天诚优选2 | 坡县狮城 | SG | 152.42.199.134:443
143.20.204.5,443,143.20.204.5:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,143.20.204.5:443#天诚优选2 | 港岛古惑 | HK | 143.20.204.5:443
143.42.66.91,443,143.42.66.91:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,143.42.66.91:443#天诚优选2 | 坡县狮城 | SG | 143.42.66.91:443
152.42.194.191,443,152.42.194.191:443,tiancheng2,SG,,,3256,,,未知,,False,0,,,,,,latency_too_high,3256ms > 1000ms,152.42.194.191:443#天诚优选2 | 坡县狮城 | SG | 152.42.194.191:443
158.180.72.60,443,158.180.72.60:443,cf_junzhen_qzz_io_best_ips_txt,KR,,,1104,,,未知,,False,0,,,,,,latency_too_high,1104ms > 1000ms,158.180.72.60:443#KR [高速 by Jz 16M]
144.126.132.39,8443,144.126.132.39:8443,bestcf_pages_dev_tiancheng_all_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,144.126.132.39:8443#天诚优选1 | 大漂亮国 | US | 144.126.132.39:8443
144.24.64.178,443,144.24.64.178:443,luoli,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,144.24.64.178:443#洛璃优选 | 泡菜欧巴 | KR | 144.24.64.178:443
146.235.19.79,28983,146.235.19.79:28983,bestcf_pages_dev_tiancheng_all_txt,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,146.235.19.79:28983#天诚优选1 | 坡县狮城 | SG | 146.235.19.79:28983
156.231.113.204,443,156.231.113.204:443,tiancheng2,JP,,,2324,,,未知,,False,0,,,,,,latency_too_high,2324ms > 1000ms,156.231.113.204:443#天诚优选2 | 小日本子 | JP | 156.231.113.204:443
159.223.78.76,443,159.223.78.76:443,tiancheng2,SG,,,2010,,,未知,,False,0,,,,,,latency_too_high,2010ms > 1000ms,159.223.78.76:443#天诚优选2 | 坡县狮城 | SG | 159.223.78.76:443
149.104.4.249,2053,149.104.4.249:2053,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,149.104.4.249:2053#天诚优选2 | 港岛古惑 | HK | 149.104.4.249:2053
15.164.84.61,443,15.164.84.61:443,raw_githubusercontent_com_svip_s_cloudflare_ip_refs_heads_main_best_ips_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,15.164.84.61:443#KR [优选高速 177.18ms 12.89Mbps]
150.109.11.223,443,150.109.11.223:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,150.109.11.223:443#天诚优选2 | 坡县狮城 | SG | 150.109.11.223:443
151.241.131.13,8443,151.241.131.13:8443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,151.241.131.13:8443#天诚优选2 | 小日本子 | JP | 151.241.131.13:8443
151.242.125.226,443,151.242.125.226:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,151.242.125.226:443#天诚优选2 | 港岛古惑 | HK | 151.242.125.226:443
161.248.31.35,443,161.248.31.35:443,luoli,VN,,,1652,,,未知,,False,0,,,,,,latency_too_high,1652ms > 1000ms,161.248.31.35:443#洛璃优选 | 西贡咖啡 | VN | 161.248.31.35:443
151.242.164.122,443,151.242.164.122:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,151.242.164.122:443#天诚优选2 | 小日本子 | JP | 151.242.164.122:443
157.245.198.117,443,157.245.198.117:443,tiancheng2,SG,,,3178,,,未知,,False,0,,,,,,latency_too_high,3178ms > 1000ms,157.245.198.117:443#天诚优选2 | 坡县狮城 | SG | 157.245.198.117:443
153.121.45.101,443,153.121.45.101:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,153.121.45.101:443#天诚优选2 | 小日本子 | JP | 153.121.45.101:443
154.17.16.219,443,154.17.16.219:443,moistr,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.17.16.219:443#MoistR优选 | 大漂亮国 | US | 154.17.16.219:443
154.17.20.161,443,154.17.20.161:443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.17.20.161:443#天诚优选2 | 大漂亮国 | US | 154.17.20.161:443
154.17.225.54,443,154.17.225.54:443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.17.225.54:443#天诚优选2 | 大漂亮国 | US | 154.17.225.54:443
154.17.3.204,8443,154.17.3.204:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.17.3.204:8443#天诚优选2 | 大漂亮国 | US | 154.17.3.204:8443
154.19.187.181,443,154.19.187.181:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.19.187.181:443#天诚优选2 | 小日本子 | JP | 154.19.187.181:443
154.19.187.181,8443,154.19.187.181:8443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.19.187.181:8443#天诚优选2 | 小日本子 | JP | 154.19.187.181:8443
154.21.95.34,443,154.21.95.34:443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.21.95.34:443#天诚优选2 | 大漂亮国 | US | 154.21.95.34:443
154.21.89.103,8443,154.21.89.103:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.21.89.103:8443#天诚优选2 | 大漂亮国 | US | 154.21.89.103:8443
154.26.176.148,8443,154.26.176.148:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.26.176.148:8443#天诚优选2 | 大漂亮国 | US | 154.26.176.148:8443
162.159.152.31,443,162.159.152.31:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1228,,,未知,,True,0,,,,,,latency_too_high,1228ms > 1000ms,162.159.152.31:443#US-529e53
154.26.183.210,8443,154.26.183.210:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.26.183.210:8443#天诚优选2 | 大漂亮国 | US | 154.26.183.210:8443
162.159.153.156,443,162.159.153.156:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1227,,,未知,,True,0,,,,,,latency_too_high,1227ms > 1000ms,162.159.153.156:443#US-29f460
162.159.153.170,443,162.159.153.170:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1236,,,未知,,True,0,,,,,,latency_too_high,1236ms > 1000ms,162.159.153.170:443#US-f32b69
154.26.186.47,443,154.26.186.47:443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.26.186.47:443#天诚优选2 | 大漂亮国 | US | 154.26.186.47:443
154.31.117.200,443,154.31.117.200:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,154.31.117.200:443#天诚优选2 | 小日本子 | JP | 154.31.117.200:443
