host,port,endpoint,source,declared_region,declared_speed_MBps,measured_speed_MBps,latency_ms,exit_ip,exit_country_code,exit_region_name,cf_colo,is_cloudflare,service_score,google_ok,youtube_ok,gpt_ok,service_error,selection_stage,status,error,raw_line
103.21.244.9,443,103.21.244.9:443,bestcf_pages_dev_gslege_US_txt,US,,,468,82.21.84.97,GB,英国,,False,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",103.21.244.9:443#Gslege优选 | us 【美国】 US | 103.21.244.9
108.162.198.17,443,108.162.198.17:443,gslege_jp,JP,,,469,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.17:443#Gslege优选 | jp 【日本】 JP | 108.162.198.17
104.18.45.68,443,104.18.45.68:443,raw_githubusercontent_com_Senflare_Senflare_IP_refs_heads_main_IPlist_Pro_txt,,,,470,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.45.68
104.18.189.153,443,104.18.189.153:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,471,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.189.153:443#US-609fb10
104.17.127.84,443,104.17.127.84:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,,,,473,82.21.84.99,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.127.84
108.162.192.3,443,108.162.192.3:443,bestcf_pages_dev_gslege_SG_txt,SG,,,475,82.21.84.99,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.192.3:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.3
104.26.0.5,443,104.26.0.5:443,bestcf_pages_dev_gslege_DE_txt,DE,,,478,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.26.0.5:443#Gslege优选 | de 【德国】 DE | 104.26.0.5
104.17.147.190,2096,104.17.147.190:2096,gshtwy_wetest_v4,香港,,,479,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.147.190:2096#移动-HKG-2096-WS-TLS
104.17.117.76,443,104.17.117.76:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,,,,480,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.117.76
2606:4700:3036:6ed4:260:e3e9:a48c:8437,443,[2606:4700:3036:6ed4:260:e3e9:a48c:8437]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,,,,481,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:3036:6ed4:260:e3e9:a48c:8437]:443#CMLiussv6-176197
104.18.16.252,443,104.18.16.252:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,483,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.16.252:443#US-975ee10
172.64.52.180,443,172.64.52.180:443,bestcf_pages_dev_zhixuanwang_ipv4_onlyip_txt,,,,489,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.52.180
104.18.46.79,443,104.18.46.79:443,uouin,,20.45,,492,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.46.79:443#麒麟优选 | 电信 | 104.18.46.79 | 46.59ms | 20.45mb/s
104.17.102.7,443,104.17.102.7:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,496,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.102.7:443#US-2084a4
162.159.12.194,443,162.159.12.194:443,uouin,,0.4,,452,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.12.194:443#麒麟优选 | 多线 | 162.159.12.194 | 66.26ms | 0.40mb/s
198.41.209.143,443,198.41.209.143:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,457,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",198.41.209.143:443#US-e611a10
172.64.32.6,443,172.64.32.6:443,bestcf_pages_dev_gslege_SG_txt,SG,,,460,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.32.6:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.6
172.67.68.181,443,172.67.68.181:443,uouin,,0.22,,461,82.21.84.99,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.67.68.181:443#麒麟优选 | 联通 | 172.67.68.181 | 122.34ms | 0.22mb/s
198.41.222.236,443,198.41.222.236:443,bestcf_pages_dev_zhixuanwang_ipv4_onlyip_txt,,,,463,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",198.41.222.236
104.19.220.22,443,104.19.220.22:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,466,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.220.22:443#US-5b1821
104.17.132.248,2087,104.17.132.248:2087,gshtwy_wetest_v4,美国,,,467,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.132.248:2087#联通-SJC-2087-WS-TLS
162.159.40.103,8443,162.159.40.103:8443,gshtwy_wetest_v4,新加坡,,,469,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.40.103:8443#电信-SIN-8443-WS-TLS
162.159.140.85,443,162.159.140.85:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,472,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.140.85:443#US-1dbf05
104.17.208.1,443,104.17.208.1:443,raw_githubusercontent_com_Senflare_Senflare_IP_refs_heads_main_IPlist_Pro_txt,,,,473,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.208.1
104.18.43.13,443,104.18.43.13:443,bestcf_pages_dev_zhixuanwang_ipv4_onlyip_txt,,,,474,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.43.13
162.159.0.1,443,162.159.0.1:443,bestcf_pages_dev_gslege_SG_txt,SG,,,476,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.0.1:443#Gslege优选 | sg 【新加坡】 SG | 162.159.0.1
108.162.192.7,443,108.162.192.7:443,bestcf_pages_dev_gslege_SG_txt,SG,,,477,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.192.7:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.7
108.162.192.1,443,108.162.192.1:443,bestcf_pages_dev_gslege_SG_txt,SG,,,478,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.192.1:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.1
104.17.147.31,2096,104.17.147.31:2096,gshtwy_wetest_v4,香港,,,479,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.147.31:2096#移动-HKG-2096-WS-TLS
104.17.132.248,2053,104.17.132.248:2053,gshtwy_wetest_v4,美国,,,480,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.132.248:2053#联通-SJC-2053-WS-TLS
104.17.129.168,443,104.17.129.168:443,gshtwy_wetest_v4,美国,,,481,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.129.168:443#联通-SJC-443-WS-TLS
cfsaas.080112.xyz,443,cfsaas.080112.xyz:443,bestcf_pages_dev_vps789_top100_txt,,,,481,82.21.84.97,GB,英国,,,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cfsaas.080112.xyz:443#VPS789优选 | cfsaas.080112.xyz
104.17.147.31,8443,104.17.147.31:8443,gshtwy_wetest_v4,香港,,,485,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.147.31:8443#移动-HKG-8443-WS-TLS
108.162.198.19,443,108.162.198.19:443,gslege_jp,JP,,,488,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.19:443#Gslege优选 | jp 【日本】 JP | 108.162.198.19
test.509666.xyz,443,test.509666.xyz:443,bestcf_pages_dev_vps789_top100_txt,,,,489,82.21.84.72,GB,英国,,,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",test.509666.xyz:443#VPS789优选 | test.509666.xyz
104.27.0.3,443,104.27.0.3:443,bestcf_pages_dev_gslege_DE_txt,DE,,,492,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.27.0.3:443#Gslege优选 | de 【德国】 DE | 104.27.0.3
104.17.188.98,443,104.17.188.98:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,494,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.188.98:443#US-ba4849
35.72.81.216,443,35.72.81.216:443,junzhen_bj,JP,,,371,149.28.21.106,JP,日本,,False,1,True,False,False,"youtube: curl: (35) schannel: failed to receive handshake, SSL/TLS connection failed | gpt: curl: (35) schannel: failed to receive handshake, SSL/TLS connection failed",initial,service_check_failed,service_score=1 < 2,35.72.81.216:443#JP [高速 by Jz 28M]
162.159.136.89,443,162.159.136.89:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,447,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.136.89:443#US-982fd6
104.19.156.42,443,104.19.156.42:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,,,,451,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.156.42
104.17.132.248,8443,104.17.132.248:8443,gshtwy_wetest_v4,美国,,,455,82.21.84.99,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.132.248:8443#联通-SJC-8443-WS-TLS
162.159.40.103,2087,162.159.40.103:2087,gshtwy_wetest_v4,新加坡,,,456,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.40.103:2087#电信-SIN-2087-WS-TLS
104.26.4.90,443,104.26.4.90:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,459,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.26.4.90:443#US-7b5671
108.162.198.5,443,108.162.198.5:443,gslege_jp,JP,,,461,82.21.84.99,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.5:443#Gslege优选 | jp 【日本】 JP | 108.162.198.5
104.19.54.144,443,104.19.54.144:443,raw_githubusercontent_com_Senflare_Senflare_IP_refs_heads_main_IPlist_Pro_txt,,,,462,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.54.144
2606:4700:90c5:387b:ee3:c06a:fcfd:77de,443,[2606:4700:90c5:387b:ee3:c06a:fcfd:77de]:443,bestcf_pages_dev_nirevil_ipv6_txt,DE,,,463,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:90c5:387b:ee3:c06a:fcfd:77de]:443#NiREvil优选 | 移动 | Default | 3ms | 592mbps
104.18.33.198,443,104.18.33.198:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,465,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.33.198:443#US-78d9f7
104.19.212.207,443,104.19.212.207:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,467,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.212.207:443#US-1a9463
198.41.208.224,443,198.41.208.224:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,467,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",198.41.208.224:443#US-45f6d8
162.159.60.49,443,162.159.60.49:443,uouin,,0.43,,468,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.60.49:443#麒麟优选 | 电信 | 162.159.60.49 | 45.83ms | 0.43mb/s
104.18.0.1,443,104.18.0.1:443,bestcf_pages_dev_gslege_US_txt,US,,,470,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.0.1:443#Gslege优选 | us 【美国】 US | 104.18.0.1
104.17.213.17,443,104.17.213.17:443,uouin,,0.13,,472,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.213.17:443#麒麟优选 | 移动 | 104.17.213.17 | 88.77ms | 0.13mb/s
162.159.197.1,443,162.159.197.1:443,uouin,,,,473,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.197.1:443#麒麟优选 | 分享免费优选网 BestCF.pages.dev
104.17.154.75,443,104.17.154.75:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,476,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.154.75:443#US-f9af68
104.20.0.8,443,104.20.0.8:443,bestcf_pages_dev_gslege_NL_txt,NL,,,477,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.20.0.8:443#Gslege优选 | nl 【荷兰】 NL | 104.20.0.8
2606:4700::c7:4278:8271:2671,443,[2606:4700::c7:4278:8271:2671]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,,,,477,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700::c7:4278:8271:2671]:443#IPDBv6-065362
www.mc.js.cool,443,www.mc.js.cool:443,bestcf_pages_dev_vps789_top100_txt,,,,478,82.21.84.98,GB,英国,,,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",www.mc.js.cool:443#VPS789优选 | www.mc.js.cool
108.162.198.1,443,108.162.198.1:443,gslege_jp,JP,,,480,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.1:443#Gslege优选 | jp 【日本】 JP | 108.162.198.1
172.64.229.7,443,172.64.229.7:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,481,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.229.7:443#US-a3ffb0
104.17.129.168,2053,104.17.129.168:2053,gshtwy_wetest_v4,美国,,,484,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.129.168:2053#联通-SJC-2053-WS-TLS
104.17.139.16,2096,104.17.139.16:2096,gshtwy_wetest_v4,美国,,,486,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.139.16:2096#联通-SJC-2096-WS-TLS
104.17.157.232,443,104.17.157.232:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,,,,487,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.157.232
162.159.36.152,443,162.159.36.152:443,bestcf_pages_dev_cfyes_ipv4_txt,,,,489,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.36.152:443#CFYes优选 | 电信 | 162.159.36.152
172.64.91.69,443,172.64.91.69:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,491,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.91.69:443#US-d56ce9
104.17.146.121,443,104.17.146.121:443,wetest,美国,,,495,82.21.84.99,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.146.121:443#微测优选 | 联通 | SJC | 104.17.146.121
35.201.155.121,443,35.201.155.121:443,xinyitang3,TW,,,248,104.28.156.244,TW,台湾,,False,0,False,False,False,"google: curl: (35) schannel: failed to receive handshake, SSL/TLS connection failed | youtube: curl: (35) schannel: failed to receive handshake, SSL/TLS connection failed | gpt: curl: (35) schannel: failed to receive handshake, SSL/TLS connection failed",initial,service_check_failed,service_score=0 < 2,35.201.155.121:443#Mia优选 | TW @MiaChatChannel | 35.201.155.121:443
18.138.34.221,443,18.138.34.221:443,tiancheng2,SG,,,374,82.21.84.92,GB,英国,,False,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",18.138.34.221:443#天诚优选2 | 坡县狮城 | SG | 18.138.34.221:443
104.16.0.3,443,104.16.0.3:443,bestcf_pages_dev_gslege_US_txt,US,,,448,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.0.3:443#Gslege优选 | us 【美国】 US | 104.16.0.3
172.64.154.64,443,172.64.154.64:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,,,,451,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.154.64
104.17.59.216,443,104.17.59.216:443,uouin,,0.15,,457,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.59.216:443#麒麟优选 | 移动 | 104.17.59.216 | 89.31ms | 0.15mb/s
108.162.198.12,443,108.162.198.12:443,gslege_jp,JP,,,463,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.12:443#Gslege优选 | jp 【日本】 JP | 108.162.198.12
104.27.0.1,443,104.27.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,464,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.27.0.1:443#104.27.0.1 | 综合边缘节点，兼顾延迟表现与带宽
104.26.14.67,443,104.26.14.67:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,465,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.26.14.67:443#US-a936c10
104.19.62.233,443,104.19.62.233:443,uouin,,0.12,,467,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.62.233:443#麒麟优选 | 移动 | 104.19.62.233 | 93.30ms | 0.12mb/s
2606:4700:4406::a677:399a,2096,[2606:4700:4406::a677:399a]:2096,moistr,,,,467,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:4406::a677:399a]:2096#MoistR优选 | 电信 IPV6 01 | [2606:4700:4406::a677:399a]:2096
2a06:98c1:3120:c39b:7522:c680:d288:d13c,443,[2a06:98c1:3120:c39b:7522:c680:d288:d13c]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,,,,468,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2a06:98c1:3120:c39b:7522:c680:d288:d13c]:443#Uouin-0ec827
104.24.0.5,443,104.24.0.5:443,bestcf_pages_dev_gslege_DE_txt,DE,,,469,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.24.0.5:443#Gslege优选 | de 【德国】 DE | 104.24.0.5
104.18.43.246,443,104.18.43.246:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,470,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.43.246:443#US-4e61d4
104.16.147.19,2096,104.16.147.19:2096,gshtwy_wetest_v4,香港,,,471,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.147.19:2096#移动-HKG-2096-WS-TLS
104.20.57.24,443,104.20.57.24:443,raw_githubusercontent_com_hubbylei_bestcf_refs_heads_main_bestcf_txt,,,,472,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.20.57.24
104.16.0.6,443,104.16.0.6:443,bestcf_pages_dev_gslege_US_txt,US,,,473,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.0.6:443#Gslege优选 | us 【美国】 US | 104.16.0.6
2606:4700:0:b736:788b:b72f:39d4:4ba7,443,[2606:4700:0:b736:788b:b72f:39d4:4ba7]:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv6_txt,,,,473,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",2606:4700:0:b736:788b:b72f:39d4:4ba7
104.20.0.5,443,104.20.0.5:443,bestcf_pages_dev_gslege_NL_txt,NL,,,475,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.20.0.5:443#Gslege优选 | nl 【荷兰】 NL | 104.20.0.5
104.19.152.100,443,104.19.152.100:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,,,,476,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.152.100
104.20.18.70,443,104.20.18.70:443,uouin,,0.84,,477,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.20.18.70:443#麒麟优选 | 联通 | 104.20.18.70 | 121.13ms | 0.84mb/s
104.17.102.95,8443,104.17.102.95:8443,moistr,,,,479,82.21.84.78,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.102.95:8443#MoistR优选 | 订阅免费谨防受骗 | 104.17.102.95:8443
www.cdzxdz.com,443,www.cdzxdz.com:443,bestcf_pages_dev_vps789_top100_txt,,,,479,,,未知,,,0,,,,,initial,region_unknown,exit country unavailable,www.cdzxdz.com:443#VPS789优选 | www.cdzxdz.com
173.245.49.194,443,173.245.49.194:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,480,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",173.245.49.194:443#US-f37d18
172.64.32.3,443,172.64.32.3:443,bestcf_pages_dev_gslege_SG_txt,SG,,,481,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.32.3:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.3
104.17.57.247,443,104.17.57.247:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,,,,486,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.57.247
162.159.15.127,443,162.159.15.127:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,487,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.15.127:443#US-930153
162.159.40.152,443,162.159.40.152:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,489,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.40.152:443#US-6dc1f2
104.16.147.19,2087,104.16.147.19:2087,gshtwy_wetest_v4,香港,,,492,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.147.19:2087#移动-HKG-2087-WS-TLS
104.16.147.19,2053,104.16.147.19:2053,gshtwy_wetest_v4,香港,,,494,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.147.19:2053#移动-HKG-2053-WS-TLS
104.17.147.190,2053,104.17.147.190:2053,gshtwy_wetest_v4,香港,,,495,82.21.84.92,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.147.190:2053#移动-HKG-2053-WS-TLS
43.168.16.112,443,43.168.16.112:443,luoli,HK,,,321,82.21.84.92,GB,英国,,False,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",43.168.16.112:443#洛璃优选 | 港岛古惑 | HK | 43.168.16.112:443
172.64.229.171,443,172.64.229.171:443,bestcf_pages_dev_zhixuanwang_ipv4_onlyip_txt,,,,455,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.229.171
162.159.61.91,443,162.159.61.91:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,457,82.21.84.97,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.61.91:443#US-2cf163
104.16.243.77,443,104.16.243.77:443,uouin,,0.3,,460,82.21.84.72,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.243.77:443#麒麟优选 | 移动 | 104.16.243.77 | 94.34ms | 0.30mb/s
162.159.40.116,8443,162.159.40.116:8443,gshtwy_wetest_v4,新加坡,,,461,82.21.84.98,GB,英国,,True,0,,,,,initial,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.40.116:8443#电信-SIN-8443-WS-TLS
